,Date,Close,High,Low,Open,Volume
0,2015-01-02,171.5680694580078,172.779069817841,170.52411241926623,172.36148700234435,121465900
1,2015-01-05,168.46957397460938,170.6827572983968,168.16056683903503,170.51572675872453,169632600
2,2015-01-06,166.8828125,169.30478787753512,166.08104783902144,168.7786294205299,209151400
3,2015-01-07,168.96231079101562,169.30473166501477,167.7680303806061,168.21901409143436,125346700
4,2015-01-08,171.9605255126953,172.17767664072198,170.365369518066,170.3820636482136,147217800
5,2015-01-09,170.58253479003906,172.39484219835452,169.96450779967196,172.37813532196276,158567300
6,2015-01-12,169.24632263183594,170.8749059284918,168.63665524400443,170.7162224078029,144396100
7,2015-01-13,168.770263671875,171.60982157564106,167.45904758085032,170.47399586541152,214553300
8,2015-01-14,167.75131225585938,167.95175652701613,165.83878921673474,166.74075657791042,192991100
9,2015-01-15,166.2146759033203,168.71181311109748,166.0977532187784,168.3944588208362,176613900
10,2015-01-16,168.39442443847656,168.553107923016,165.822113160146,166.0058505902849,211879600
11,2015-01-20,168.75350952148438,169.30472171401988,167.17504751094145,169.0374626835983,130991100
12,2015-01-21,169.60546875,170.0898664334003,167.81821448402857,168.28590528355477,122942700
13,2015-01-22,172.12765502929688,172.26127185549714,168.97907678741558,170.36545490113295,174356000
14,2015-01-23,171.1838836669922,172.12762481569922,171.05025412063077,171.86871279076834,117516800
15,2015-01-26,171.584716796875,171.67658549414938,170.24845989715277,170.96670260031274,92009700
16,2015-01-27,169.32144165039062,170.47396126305338,168.48627623131844,169.5135261285656,134044600
17,2015-01-28,167.15000915527344,170.61594060279583,166.957924674005,170.51572482884936,168514300
18,2015-01-29,168.69508361816406,168.95398288370308,165.93067511368247,167.35046665592657,173585400
19,2015-01-30,166.57374572753906,168.84539676112405,166.30649941138321,167.50913969311802,197729700
20,2015-02-02,168.63662719726562,168.72849591798445,165.24585708574094,167.07487168866066,163107000
21,2015-02-03,171.07530212402344,171.08366193513993,169.16277868967944,169.53860062510086,124212900
22,2015-02-04,170.42384338378906,171.52626778925597,169.9644998815112,170.30692074171944,134306700
23,2015-02-05,172.14431762695312,172.2946540513569,171.01685179019157,171.09201363058602,97953200
24,2015-02-06,171.66830444335938,173.07973645169798,171.14214599812584,172.51181717462396,125672000
25,2015-02-09,170.89990234375,171.74341482221,170.49066670414967,171.01682499169112,87219000
26,2015-02-10,172.72056579589844,172.97946504809966,170.941659297903,171.94386803929473,96164200
27,2015-02-11,172.82080078125,173.2550904345492,171.90212632435026,172.5535544324916,91087800
28,2015-02-12,174.48277282714844,174.54124052844537,172.85420266863906,173.62255339102262,97545900
29,2015-02-13,175.2009735107422,175.25108138916272,174.34910134676014,174.60801329128455,93670400
30,2015-02-17,175.47657775878906,175.65196807504594,174.63306541239953,174.88360480189385,76968200
31,2015-02-18,175.49330139160156,175.56846321562753,174.83351361996355,175.10077265242757,80652900
32,2015-02-19,175.36798095703125,175.73545567526918,174.74996687963957,174.8919434310298,91462500
33,2015-02-20,176.4203643798828,176.49552621623315,174.32409082405317,174.95046494753424,140896400
34,2015-02-23,176.39527893066406,176.39527893066406,175.78559905062764,176.16978071827234,74411100
35,2015-02-24,176.89639282226562,177.0968371189826,176.01946654659753,176.32012661986622,72472300
36,2015-02-25,176.74607849121094,177.25552995494164,176.403657578425,176.77113243667193,73061700
37,2015-02-26,176.5371856689453,176.81279165425263,175.92750603011086,176.6541082617781,72697900
38,2015-02-27,175.93597412109375,176.70432488169962,175.88586622812605,176.43706579438557,108076000
39,2015-03-02,177.04676818847656,177.10522315645647,175.9861042599971,176.0362121592988,87491400
40,2015-03-03,176.3201141357422,177.09682457986455,175.45154773202682,176.61242712147254,110325800
41,2015-03-04,175.57681274414062,175.79396389696637,174.59967078726152,175.71878932827394,114497200
42,2015-03-05,175.76893615722656,176.05288936782222,175.25948469416298,175.9025529516389,76873000
43,2015-03-06,173.29684448242188,175.33465037941033,172.96278337363646,174.90036074309776,188128000
44,2015-03-09,174.01507568359375,174.37419071431117,173.33859370025084,173.49727717656359,89818900
45,2015-03-10,171.1922149658203,172.72056930955918,171.1504541434772,172.63706040848672,157121300
46,2015-03-11,170.7913818359375,171.62654751728684,170.7078601703558,171.451157117012,110145700
47,2015-03-12,172.96279907226562,173.0296011051943,171.37597680247407,171.42608469897837,93993500
48,2015-03-13,171.90219116210938,173.65603182876384,170.8582338330461,172.68724911254412,162410900
49,2015-03-16,174.1988067626953,174.2906754696576,171.9271557756398,172.63705148794958,136099200
50,2015-03-17,173.6810302734375,174.06519928313017,172.86255887369887,173.45553201076544,94510400
51,2015-03-18,175.76893615722656,176.4454181710162,172.56189096266166,173.20497196375175,228808500
52,2015-03-19,174.9672088623047,175.77732058631165,174.57467997567795,175.3513906798859,117917300
53,2015-03-20,176.5115966796875,177.0233222622869,175.7398161420867,175.9243737489586,177715100
54,2015-03-23,176.1676025390625,177.0987746645031,176.1676025390625,176.51993620808102,71784500
55,2015-03-24,175.17774963378906,176.50319012068343,175.11063661664897,176.04180892865648,77805300
56,2015-03-25,172.6107177734375,175.62235509391408,172.56878333985176,175.38746594363997,159521700
57,2015-03-26,172.19967651367188,173.12245170579635,171.23494128492896,171.93962157043225,153067200
58,2015-03-27,172.5939483642578,172.77010882594251,171.8892681160232,172.0822228318665,118939000
59,2015-03-30,174.6995391845703,175.00154130094285,173.61737240119172,173.63414105174263,96180400
60,2015-03-31,173.17276000976562,174.57372326508263,173.1140441274845,173.86904307422634,126768700
61,2015-04-01,172.5603485107422,173.16435270819463,171.56206343993898,173.13918693334207,137303600
62,2015-04-02,173.18116760253906,173.63416443786198,172.30871123751209,172.49326882240248,86900900
63,2015-04-06,174.34718322753906,174.86729293905387,172.14928703965916,172.28350022939222,114368200
64,2015-04-07,173.8858184814453,175.12737709755754,173.8522683785221,174.37237817706296,81236300
65,2015-04-08,174.47305297851562,174.9176654749018,173.7180540074253,174.11233494580523,89351900
66,2015-04-09,175.244873046875,175.47976223770704,173.8103721171866,174.3053162835469,85548900
67,2015-04-10,176.2012176513672,176.24316489421443,175.2952237684732,175.49655005333793,72722900
68,2015-04-13,175.4042205810547,176.69612360483046,175.3538890243747,176.05855641889005,74436600
69,2015-04-14,175.7398223876953,175.9243800011262,174.57376081220028,175.2029310033055,75099900
70,2015-04-15,176.5283660888672,177.04009167365342,176.12570076328947,176.20959523968062,99529300
71,2015-04-16,176.47801208496094,176.98973760468388,175.99145234485565,176.19279138229524,68934900
72,2015-04-17,174.4479217529297,175.5217045380778,173.65935971997703,175.27843102602884,191113200
73,2015-04-20,176.04180908203125,176.37736136752486,175.2951943663837,175.3790760375075,92189500
74,2015-04-21,175.8321075439453,176.88910889499172,175.53010532928906,176.72971705940918,72559800
75,2015-04-22,176.6961669921875,176.88072461233034,175.24487181556427,176.17604424428464,78264600
76,2015-04-23,177.14071655273438,177.79505231840332,176.17598155427643,176.2934261070761,102585900
77,2015-04-24,177.55181884765625,177.82027093411085,177.0988219523892,177.56021597567047,61327400
78,2015-04-27,176.8135528564453,178.24805329957138,176.62059817188728,178.12222441876963,79358100
79,2015-04-28,177.37562561035156,177.42595716714203,175.60555999373273,176.78840278029978,86863500
80,2015-04-29,176.64584350585938,177.24983516246252,175.83211563449643,176.47805453405152,125684900
81,2015-04-30,174.875732421875,176.46124051405948,174.17105220273896,176.066959572572,161304900
82,2015-05-01,176.77163696289062,176.81358419742537,175.5636282910829,175.66429141356727,103399700
83,2015-05-04,177.27496337890625,177.86218621188007,177.09040580275763,177.1994532428471,70927200
84,2015-05-05,175.244873046875,177.39245147812633,175.10226266676275,177.0317205633123,113326200
85,2015-05-06,174.52337646484375,176.1088844712023,173.44959394204525,175.7984980108535,135060200
86,2015-05-07,175.21963500976562,175.64747877418037,174.08713676392233,174.4226889551732,88244900
87,2015-05-08,177.52664184570312,177.72798089782032,176.8219743640418,176.9058688358821,155877300
88,2015-05-11,176.67935180664062,177.75313440948037,176.60385446749524,177.4846951590196,75708100
89,2015-05-12,176.15078735351562,176.69607560391154,175.00989211021093,175.8404009713095,119727600
90,2015-05-13,176.1844024658203,177.19107202579508,175.94951332850945,176.5619019507486,94667900
91,2015-05-14,178.02157592773438,178.11385471472957,176.93101193610866,177.20784829709427,95934000
92,2015-05-15,178.2144775390625,178.35708785027046,177.72791793585586,178.2144775390625,76510100
93,2015-05-18,178.76820373535156,179.0198615361754,177.97964182477418,178.04675483849337,74549700
94,2015-05-19,178.70945739746094,179.1624669951982,178.42423671769882,178.88563064113592,72114600
95,2015-05-20,178.5836639404297,179.33866301912042,178.26488029362704,178.81015598373705,76857500
96,2015-05-21,179.1038055419922,179.3135289676854,178.2732961680664,178.4410851490226,64764600
97,2015-05-22,178.67591857910156,179.13729973118168,178.60880556777218,178.7178530107466,57433500
98,2015-05-26,176.7549285888672,178.6088895976396,176.33548167109555,178.18104554918995,124308600
99,2015-05-27,178.4326629638672,178.66755214361987,176.8052073609376,177.21626982575495,93214000
100,2015-05-28,178.23130798339844,178.34035542753773,177.5350248839786,178.12224773876093,74974600
101,2015-05-29,177.12396240234375,178.20612931989973,176.85552315478262,178.16419488782637,124919600
102,2015-06-01,177.4846954345703,178.13063418225912,176.68773640735964,177.79508191853762,93338800
103,2015-06-02,177.3085479736328,178.0048311826354,176.3941570415271,177.023327227921,91531000
104,2015-06-03,177.7782440185547,178.40741391363755,177.28330010654145,177.84535701008951,87820900
105,2015-06-04,176.27667236328125,177.72795434570614,175.95788877851265,177.06523419897368,151882800
106,2015-06-05,175.97471618652344,176.65421796266955,175.31198306622,176.1257108921112,121704700
107,2015-06-08,174.89248657226562,176.0166134188781,174.8169892409214,175.86560595569262,89063300
108,2015-06-09,174.86727905273438,175.41256729454832,174.2297248505224,174.86727905273438,105034700
109,2015-06-10,176.96453857421875,177.35043512334514,175.58036975333331,175.6390856279093,134551300
110,2015-06-11,177.53504943847656,177.9209333104908,177.17431854889807,177.409207723298,73876400
111,2015-06-12,176.17599487304688,177.4091691709184,175.89915852041275,176.70450180084816,135382400
112,2015-06-15,175.4210205078125,175.70624122603547,174.31367494224236,175.02673953829878,124384200
113,2015-06-16,176.37738037109375,176.46127485175583,175.09387418006708,175.27003466875672,85308200
114,2015-06-17,176.6625213623047,177.2749226335407,175.63068627863214,176.6625213623047,126708600
115,2015-06-18,178.49974060058594,178.96951886696155,176.6961248706443,177.26656625110107,165867900
116,2015-06-19,177.70729064941406,178.33109584261567,177.32795504200107,178.25523129368474,130478700
117,2015-06-22,178.61778259277344,179.20786189371677,178.40703906652482,178.63464567644726,70696000
118,2015-06-23,178.7441864013672,179.08138369091796,178.34800048813227,178.82848893944524,68476800
119,2015-06-24,177.44601440429688,178.85377934083758,177.4207262151129,178.47444364031657,92307300
120,2015-06-25,176.90652465820312,178.0782580070288,176.8306600850501,177.9518170517738,97107400
121,2015-06-26,176.87281799316406,177.51347362842807,176.31645204364472,177.26900395541367,104174800
122,2015-06-29,173.16372680664062,176.8812454327178,173.08786222964227,175.3807526614112,202621300
123,2015-06-30,173.5261993408203,174.76537212338854,173.04569799695165,174.71478287974801,182925100
124,2015-07-01,174.91714477539062,175.36392006796436,174.12474697716087,175.1110252379047,135979900
125,2015-07-02,174.75694274902344,175.5662034711772,174.3354557372848,175.39761123903432,104373700
126,2015-07-06,174.2595977783203,175.04355747579245,173.25645659425425,173.45877499816478,117975400
127,2015-07-07,175.3555145263672,175.48195552412517,172.05948198196282,174.4619638414992,173820200
128,2015-07-08,172.41346740722656,174.2932957843987,172.17743572142746,174.00668771775156,164020100
129,2015-07-09,172.72535705566406,174.79065352152926,172.61577918893985,174.5293207925428,144113100
130,2015-07-10,174.90025329589844,175.32174032331667,172.76752996618322,174.7400861674374,129456900
131,2015-07-13,176.8306884765625,176.94026636778958,176.13101839870154,176.17316967814173,106069400
132,2015-07-14,177.5977783203125,177.9096874859352,176.7295160209243,176.78853038241868,81709600
133,2015-07-15,177.53875732421875,178.1035483691802,177.05825596286732,177.63991008965584,97914100
134,2015-07-16,178.96340942382812,178.96340942382812,178.3564670244211,178.60092386121022,106683300
135,2015-07-17,179.11514282226562,179.17415718657372,178.5419265774911,178.95497567658902,89030000
136,2015-07-20,179.2078094482422,179.7051609375748,178.88748812876642,179.34268835263214,70446800
137,2015-07-21,178.499755859375,179.33430480307854,178.19628468555217,179.07297204172738,77965000
138,2015-07-22,178.17945861816406,178.51665602733,177.7748345899309,177.80854789946451,88667900
139,2015-07-23,177.17626953125,178.41544234296634,176.81379688458756,178.3142895788303,90509100
140,2015-07-24,175.33856201171875,177.33640593394207,175.00137761449264,177.27740445266963,117755000
141,2015-07-27,174.31854248046875,174.95921078607364,173.87176740564382,174.44499626525035,132361100
142,2015-07-28,176.45973205566406,176.60303607840157,174.32700906903648,175.16154501690565,123544800
143,2015-07-29,177.67361450195312,177.90120819632384,176.44286693450246,176.58617095558213,105791300
144,2015-07-30,177.7158203125,177.88441257358554,176.5356487593713,177.15945427442927,91304400
145,2015-07-31,177.44601440429688,178.24683707489933,177.15940635170423,178.22154888571538,103266900
146,2015-08-03,176.84751892089844,177.4713243436643,175.88652902584803,177.4123228492579,113965700
147,2015-08-04,176.5018768310547,177.23525999772042,176.01295043235726,176.77162178664867,81820800
148,2015-08-05,177.08360290527344,178.12888271969064,176.79698189099088,177.40392436641775,85786800
149,2015-08-06,175.63363647460938,177.37858595036977,175.04354438967596,177.26899521526573,116030800
150,2015-08-07,175.2964630126953,175.62522239997963,174.38604943342392,175.47349323481643,117858000
151,2015-08-10,177.5050811767578,177.58937087801044,176.4176372696467,176.4176372696467,80270700
152,2015-08-11,175.9033966064453,176.57777843102267,175.13628712020406,176.15629139850725,126081400
153,2015-08-12,176.11415100097656,176.29960633575968,173.11316520214325,174.58836990706806,172123700
154,2015-08-13,175.8949737548828,176.64522016788285,175.34703288791917,175.95397525155556,89383300
155,2015-08-14,176.53562927246094,176.61149385216035,175.55777625823433,175.70108030747662,72786500
156,2015-08-17,177.52186584472656,177.52186584472656,175.47344549572972,175.9370837010872,79072600
157,2015-08-18,177.0076141357422,177.59769315389505,176.77158252848102,177.24364574300333,71692700
158,2015-08-19,175.60838317871094,177.03299870433477,174.79069721452058,176.25746402069578,172946000
159,2015-08-20,171.9414520263672,175.58309395423404,171.88243765706477,174.08260087738054,194327900
160,2015-08-21,166.76553344726562,171.9161046534397,166.50421358805445,170.05312661598893,346588500
161,2015-08-24,159.7436065673828,166.4705368993585,153.758484764607,158.04923310193374,507244300
162,2015-08-25,157.86376953125,164.75929176693106,157.56872343951426,164.74242868269243,369833100
163,2015-08-26,163.92474365234375,164.2029137767897,158.79102177967897,161.9184612454917,339257000
164,2015-08-27,167.97943115234375,168.10587210616296,164.55695879950537,166.08273966848148,274143900
165,2015-08-28,167.98782348632812,168.4598867721675,166.84137856524973,167.33030492922902,160414400
166,2015-08-31,166.6306610107422,167.86140865107902,166.07429511047644,167.00157161091937,163298800
167,2015-09-01,161.65711975097656,164.18604162847674,160.78041963029656,162.79512687819457,256000400
