,Date,Close,High,Low,Open,Volume
168,2015-09-02,164.72552490234375,164.76767616785298,162.2050284329102,164.05956835047442,160269300
169,2015-09-03,164.84356689453125,166.951001876914,164.34621532575187,165.44207122638105,152087800
170,2015-09-04,162.34832763671875,163.4189080076939,161.52221688079993,162.56750906577062,207081000
171,2015-09-08,166.42835998535156,166.58010200250337,164.5232432690364,165.17233688703516,116025700
172,2015-09-09,164.20286560058594,168.14798978754095,163.83196792255612,168.02154885898076,149347700
173,2015-09-10,165.09642028808594,166.2512902529113,163.7476570922865,164.00897690656734,158611100
174,2015-09-11,165.84671020507812,165.9141496689408,163.98373199631345,164.70026504493737,119691200
175,2015-09-14,165.23135375976562,166.07432788552637,164.74242722329268,166.023751496023,79452000
176,2015-09-15,167.296630859375,167.74340606413344,165.18919579437753,165.73712376617172,113806200
177,2015-09-16,168.7465362548828,168.94042954424017,167.254481473214,167.6001039148375,99581600
178,2015-09-17,168.36720275878906,171.03100383362946,167.9878670102975,168.6116724354983,276046600
179,2015-09-18,165.61582946777344,168.35278741070658,165.20063304738866,165.83615043823173,223657500
180,2015-09-21,166.47166442871094,167.5054274681029,165.41246879894106,166.45471367833704,105726200
181,2015-09-22,164.31089782714844,164.77694647618807,163.16696140947238,164.28547816716753,153890900
182,2015-09-23,164.04824829101562,164.95491315922422,163.46357014917353,164.48039551646428,92790600
183,2015-09-24,163.45501708984375,163.9210656179364,161.47220654810087,162.81949989598021,159378800
184,2015-09-25,163.4126739501953,165.23448489383887,162.53141612350117,164.9294360968496,155054800
185,2015-09-28,159.31149291992188,162.61619106938852,158.99797514845,162.50603058551602,178515900
186,2015-09-29,159.4047088623047,160.77743525524122,158.39635250656679,159.53182010163968,159045600
187,2015-09-30,162.37892150878906,162.54839021375767,160.52320880474448,161.31124410118346,163452000
188,2015-10-01,162.8025665283203,163.10761530689473,160.8451755864807,162.76019612831234,131079000
189,2015-10-02,165.23452758789062,165.25994725007183,160.25206692621876,160.802856442626,211003300
190,2015-10-05,168.17486572265625,168.4036556253437,166.3615231127548,166.47168360842574,126320800
191,2015-10-06,167.59866333007812,168.60701979556774,166.92925727673924,168.03929240105597,110274500
192,2015-10-07,168.97134399414062,169.3272321330427,167.3359394074365,168.539183952191,124307300
193,2015-10-08,170.49659729003906,170.78469538042808,168.27651459502758,168.5815634347434,153055200
194,2015-10-09,170.5983123779297,171.08129893505847,169.9627949035355,170.64068279548317,107069200
195,2015-10-12,170.75927734375,170.96263461907054,170.24238938625447,170.67453652594412,56395600
196,2015-10-13,169.68313598632812,171.30158997450334,169.51366727538965,170.02207340820507,88038700
197,2015-10-14,168.86965942382812,170.20848415205293,168.57309242728266,169.62380613907015,99106200
198,2015-10-15,171.46258544921875,171.47105435918016,169.1662437455931,169.53908265803122,134142200
199,2015-10-16,172.2421112060547,172.2590490219813,171.0981750791143,171.86927238158137,114580100
200,2015-10-19,172.3268585205078,172.3268585205078,171.27614491075028,171.58966262596735,76523900
201,2015-10-20,172.10659790039062,172.7251645921883,171.6320802776617,171.88628984116232,78448500
202,2015-10-21,171.03890991210938,172.6827706152304,170.86942827314326,172.53025265572137,102038000
203,2015-10-22,173.92837524414062,174.14021435051643,171.0388996596954,171.9964036283637,174911700
204,2015-10-23,175.8349609375,176.2077999049962,174.80966670652086,175.61465287926833,144442300
205,2015-10-26,175.40277099609375,175.71628871981218,175.0299321194382,175.65698049650732,69033000
206,2015-10-27,175.0638427734375,175.40278017196493,174.37747320752507,174.7248924452771,77905800
207,2015-10-28,177.0551300048828,177.08054966435145,174.73338157585775,175.40278749125423,135906700
208,2015-10-29,176.95346069335938,177.32629962472782,176.42810379714066,176.54673319079114,90525500
209,2015-10-30,176.1907958984375,177.47031223466286,176.0298090562554,177.14831269103558,131076900
210,2015-11-02,178.27532958984375,178.4702179602522,176.39419716692035,176.52130839690014,86270800
211,2015-11-03,178.79222106933594,179.351479461101,177.6906550360625,177.91944491080895,95246100
212,2015-11-04,178.24986267089844,179.21584828632032,177.70755518381299,179.08875001967155,96224500
213,2015-11-05,178.07200622558594,178.77531384166716,177.1738101878264,178.30926506840404,78408700
214,2015-11-06,177.97877502441406,178.216046768278,176.63996297111245,177.72457838748062,110471500
215,2015-11-09,176.31790161132812,177.5126771052714,175.36038484856962,177.3601462468634,131008700
216,2015-11-10,176.72463989257812,176.75854138747988,175.56376582001522,175.83491313106973,75874600
217,2015-11-11,176.0298614501953,177.0466867652725,175.96207137190544,176.99584743896398,67846000
218,2015-11-12,173.57254028320312,175.45367315860912,173.55560245883868,174.97915548366652,121315200
219,2015-11-13,171.62359619140625,173.4284698460484,171.53886829110488,173.1573224635945,153577100
220,2015-11-16,174.23342895507812,174.29275011274885,171.318520700954,171.43716301629547,117645200
221,2015-11-17,174.10633850097656,175.43668146278895,173.60640127652118,174.5469674947234,121123700
222,2015-11-18,176.8687286376953,177.01277769929422,174.546979971221,174.58933745491169,121342500
223,2015-11-19,176.71621704101562,177.139895330287,176.41963706667156,176.7501056151178,88220500
224,2015-11-20,177.3601531982422,178.04650976390107,176.97884543172407,177.47878256848406,94011500
225,2015-11-23,177.15684509277344,177.92792974841817,176.69079639125067,177.41952356191305,64931200
226,2015-11-24,177.3941192626953,177.80084683305202,175.75024529838993,176.14002211550454,98874400
227,2015-11-25,177.36863708496094,177.72452519979663,177.10594575601937,177.5211550214769,51980100
228,2015-11-27,177.572021484375,177.77539169379,176.97887453562348,177.46186100473767,37317800
229,2015-11-30,176.83485412597656,177.8516794784685,176.72469362849768,177.73305006950503,112822700
230,2015-12-01,178.5210723876953,178.63971471757006,177.19072932283675,177.47035853689528,97858400
231,2015-12-02,176.69927978515625,178.79225172838548,176.44507020625025,178.47025206646214,108441300
232,2015-12-03,174.2249755859375,177.22461199476996,173.4962484574048,176.95346463023668,166224200
233,2015-12-04,177.62289428710938,177.91947428220882,174.22499882402906,174.22499882402906,192913900
234,2015-12-07,176.54672241210938,177.71606552680555,175.57225473195692,177.2923872996871,102027100
235,2015-12-08,175.36044311523438,176.49589783884116,174.36903745987902,174.9706663257624,103372400
236,2015-12-09,173.99615478515625,176.82632197203586,173.01321828791583,174.71641287512068,162401500
237,2015-12-10,174.44528198242188,175.76715607993603,173.8267153454332,174.063974135775,116128900
238,2015-12-11,171.06434631347656,172.97936748265255,170.75081559441216,172.30996148990556,211173300
239,2015-12-14,171.92864990234375,172.05576115081578,169.4289505046884,171.22535529860164,182385200
240,2015-12-15,173.73350524902344,174.64865183684773,171.90321207337485,173.4538760474965,154069600
241,2015-12-16,176.27552795410156,176.58057673565182,173.5385707580123,174.86891340975157,197017000
242,2015-12-17,173.58944702148438,176.6568733064636,173.5724962717811,176.5890832372841,173092500
243,2015-12-18,170.4969482421875,172.9774208528692,170.33499025935393,172.8410468205844,251393500
244,2015-12-21,171.9033966064453,172.08240621497262,170.556603906149,171.6817774304156,99094300
245,2015-12-22,173.46336364746094,173.76170878757378,171.80118659712002,172.79849282732457,111026200
246,2015-12-23,175.61134338378906,175.65396595883215,174.3838860594175,174.4776505218788,110987200
247,2015-12-24,175.3214874267578,175.87555479354924,175.09986828399016,175.35559068354146,48539600
248,2015-12-28,174.92088317871094,174.96349274261217,173.8383323200223,174.62253819190795,65899900
249,2015-12-29,176.7876434326172,177.12007870294087,175.99491817514675,176.0290084307717,92640700
250,2015-12-30,175.53460693359375,176.62569016107992,175.38970059247507,176.54044501614752,63317700
251,2015-12-31,173.77871704101562,175.50056802101813,173.77871704101562,174.85274895239917,114877900
252,2016-01-04,171.349365234375,171.35788454770588,169.27802751547435,170.89759450271976,222353500
253,2016-01-05,171.63919067382812,172.09948075289148,170.52254923530919,171.67328093626068,110845800
254,2016-01-06,169.4740753173828,170.53104237618894,168.4341468838848,169.06491419147315,152112600
255,2016-01-07,165.40814208984375,168.29777616306708,165.01603255780043,166.49921251824406,213436100
256,2016-01-08,163.592529296875,166.94246648063418,163.3027165551187,166.37987962434093,209817200
257,2016-01-11,163.75448608398438,164.8626081545266,161.8024967418624,164.52164051389062,187941300
258,2016-01-12,165.07565307617188,165.8342879398784,162.9276031785945,165.21204008700437,172330500
259,2016-01-13,160.9586181640625,166.09858671585536,160.57504094505728,165.74909975798107,221168900
260,2016-01-14,163.6010284423828,164.7347213288217,159.96129197214566,161.57232649359372,240795600
261,2016-01-15,160.08912658691406,160.89890340221314,158.13713771607388,159.20263694846278,324846400
262,2016-01-19,160.30224609375,162.04966765049775,158.71678252124195,161.92181292956326,195244400
263,2016-01-20,158.24795532226562,159.82489953363088,154.301354647592,157.71947181658118,286547800
264,2016-01-21,159.1344451904297,160.99266962903363,157.38702382873916,158.72529712252668,195772900
265,2016-01-22,162.3991241455078,162.60369166068716,161.00118976326212,161.7683439583478,168319600
266,2016-01-25,159.94427490234375,162.08379340964817,159.7482266184409,161.8877451257453,130371700
267,2016-01-26,162.1263427734375,162.4076361006503,160.26811855961972,160.60907307386375,141036800
268,2016-01-27,160.36196899414062,163.28569389100855,159.44989501924888,161.59794602927892,185681700
269,2016-01-28,161.19725036621094,162.1263625866653,159.53507414462229,161.92179505575135,143798800
270,2016-01-29,165.12680053710938,165.2631875525536,161.85359020593822,161.9729255928065,210529300
271,2016-02-01,165.06715393066406,165.85989220967747,163.5243129544943,164.11247067614661,136061600
272,2016-02-02,162.09231567382812,163.63515691271317,161.56381906229873,163.6266375988414,182564900
273,2016-02-03,163.0640411376953,163.47318929144717,159.48396552754983,163.1578056111161,205054900
274,2016-02-04,163.31976318359375,164.30001748867417,161.92182840589905,162.5611280848433,139531800
275,2016-02-05,160.2084197998047,163.3793457210555,159.5691204286909,162.79972053440358,180788300
276,2016-02-08,158.05189514160156,158.64857212011285,155.81861287635246,158.35024013414852,191526700
277,2016-02-09,158.06044006347656,159.34757168986965,156.15959273587737,156.2959797835164,184513100
278,2016-02-10,157.92408752441406,160.5409476985369,157.7962197723735,158.8958226096244,148214100
279,2016-02-11,155.86978149414062,156.92676161349908,154.36103065595123,155.42653008839872,219058900
280,2016-02-12,159.0833282470703,159.1003668729081,156.80742306560654,157.6598225945406,127632400
281,2016-02-16,161.76840209960938,161.79397304819727,159.9357480823509,160.9074831484493,120250700
282,2016-02-17,164.41079711914062,164.78585492863166,162.8168014288037,162.9446691401751,136009500
283,2016-02-18,163.73745727539062,164.74329569724924,163.42207354460004,164.68362147434974,102343000
284,2016-02-19,163.6607208251953,163.8141465078079,162.3394988630498,162.95322760667113,114793000
285,2016-02-22,166.03036499023438,166.17527133695657,165.18648484646965,165.25467836373602,103640300
286,2016-02-23,163.93345642089844,165.63825519562533,163.81410802034839,165.36548114850945,111455300
287,2016-02-24,164.6835174560547,164.96481074365025,161.37621751262688,162.4928583470771,150812200
288,2016-02-25,166.67819213867188,166.68672445786686,164.36819678246508,165.13535112813568,110728300
289,2016-02-26,166.2946319580078,167.64994417691912,166.1326739557633,167.5561927088675,129833700
290,2016-02-29,164.99044799804688,167.26635314169567,164.79439975149316,166.31166984725903,125918100
291,2016-03-01,168.868896484375,168.95414165266715,165.749110619729,166.22645234635726,141799700
292,2016-03-02,169.6274871826172,169.6786290675486,168.13578817472984,168.55346857930823,102415000
293,2016-03-03,170.2923583984375,170.3094100290123,168.86885290014715,169.44847827385826,95172200
294,2016-03-04,170.84646606445312,171.630685236254,169.65311168403827,170.48845975032867,129293600
295,2016-03-07,170.9827880859375,171.39194915205573,169.84057604116762,169.91728886359644,100219000
296,2016-03-08,169.11610412597656,170.41175537961294,168.95415910003643,169.90032333680577,123974900
297,2016-03-09,169.95140075683594,170.3008746345164,169.14161090144924,169.93434912656912,94801200
298,2016-03-10,170.08778381347656,171.39196696320923,168.24661085093794,170.44580303518114,156838700
299,2016-03-11,172.83255004882812,172.87517263306398,170.07078347992316,171.55395056127242,137964500
300,2016-03-14,172.61085510253906,173.07114499325024,171.9886072667281,172.3210424674031,73612000
301,2016-03-15,172.32958984375,172.63645415639417,171.37490665178285,171.6391483919464,93169100
302,2016-03-16,173.32691955566406,173.73608070010943,171.80113010008066,171.84375267845013,129303200
303,2016-03-17,174.426513671875,174.9379455674107,172.8410500832044,173.24167888832866,134278500
304,2016-03-18,175.11190795898438,175.45462100679688,174.61496488809087,174.9319751110007,138372400
305,2016-03-21,175.36038208007812,175.59172058990174,174.61497397179315,174.84631248161676,72926700
306,2016-03-22,175.26620483398438,175.84025664136732,174.4179850780572,174.58076535211777,97471900
307,2016-03-23,174.1094970703125,175.06910427533217,173.93812743484386,174.88060813525078,81052500
308,2016-03-24,174.0323486328125,174.06662778408028,172.84997938738616,173.0727415759643,84360900
309,2016-03-28,174.1351776123047,174.66638680799545,173.68107689850467,174.45218786474388,62408200
310,2016-03-29,175.74594116210938,175.85732879388314,173.41545566155418,173.72390265644137,92922900
