day,equity
255,10092.7
256,10107
257,10098.7
258,10096.7
259,10096.2
260,10099.5
261,10107
262,10101.5
263,10101.7
264,10108.4
265,10097.1
266,10080.8
267,10099.9
268,10082.8
269,10096.7
270,10110
271,10097.5
272,10088.6
273,10099.1
274,10110.7
275,10122.1
276,10133.6
277,10146.3
278,10137
279,10143.7
280,10147.9
281,10151.7
282,10148.5
283,10144.9
284,10149
285,10154.1
286,10158.5
287,10162.7
288,10158.7
289,10156.2
290,10155.9
291,10154.3
292,10152.1
293,10150
294,10151.5
295,10151.3
296,10150.9
297,10152.3
298,10150.3
299,10153.9
300,10148.6
301,10155.1
302,10150
303,10146
304,10144.3
305,10144.6
306,10146.6
307,10149.6
308,10152.2
309,10150.5
310,10149.5
311,10150
312,10148
313,10145.2
314,10149.2
315,10154.8
316,10149.2
317,10156
318,10164.5
319,10173.4
320,10165.5
321,10157.7
322,10152.6
323,10156
324,10154.1
325,10156.3
326,10154.9
327,10158.4
328,10154.6
329,10159.2
330,10156
331,10159.4
332,10158.7
333,10160.9
334,10166
335,10172.9
336,10164.7
337,10172.3
338,10179
339,10173.6
340,10178.1
341,10182.2
342,10186.2
343,10183
344,10181.1
345,10182
346,10185.4
347,10191.4
348,10184
349,10191.8
350,10185.6
351,10181.4
352,10184
353,10184
354,10186.2
355,10193.3
356,10184.3
357,10176.4
358,10169.4
359,10168.4
360,10163.3
361,10171.6
362,10163.2
363,10171.7
364,10180.3
365,10190.8
366,10179.8
367,10191.9
368,10181.2
369,10190.6
370,10183.4
371,10189.3
372,10185.5
373,10188.3
374,10187
375,10187.4
376,10188.4
377,10186.9
378,10184.6
379,10187.2
380,10190.9
381,10186.9
382,10182.6
383,10179.1
384,10182
385,10180.5
386,10181.6
387,10181.3
388,10182.1
389,10181.4
390,10182.8
391,10181.4
392,10179.8
393,10181.7
394,10184.1
395,10182.2
396,10184.6
397,10187.8
398,10191.6
399,10188
400,10191.9
401,10195.6
402,10192.1
403,10189.7
404,10187.9
405,10189
406,10189.4
407,10192.5
408,10188.6
409,10195.5
410,10204.7
411,10195.3
412,10201.9
413,10195.7
414,10191.9
415,10191.7
416,10193.7
417,10190.1
418,10186.6
419,10190.9
420,10195
421,10193.3
422,10194.9
423,10192.6
424,10191.4
425,10191.7
426,10192.7
427,10192.7
428,10193
429,10193.6
430,10191.9
431,10195
432,10191.4
433,10196.5
434,10192.8
435,10190.5
436,10191.5
437,10191.5
438,10193.3
439,10191.4
440,10190
441,10189.2
442,10189.3
443,10187.9
444,10190.8
445,10195.5
446,10201.8
447,10209
448,10204.2
449,10202.9
450,10206.8
451,10215.7
452,10203.3
453,10215.4
454,10227.5
455,10217.2
456,10226.3
457,10218.2
458,10226.3
459,10233.5
460,10240.4
461,10246.6
462,10241.2
463,10245.1
464,10243
465,10242.7
466,10241
467,10239.2
468,10237.5
469,10237.9
470,10240.8
471,10246.4
472,10239.8
473,10247.6
474,10241.8
475,10246.2
476,10243.9
477,10244.9
478,10244.6
479,10245.3
480,10247
481,10245
482,10242.7
483,10246.7
484,10251.6
485,10257.6
486,10251.7
487,10246.5
488,10250.2
489,10248.2
490,10248.7
491,10249.1
492,10248.4
493,10249.6
494,10247.9
495,10250
496,10247.9
497,10250.9
498,10248.1
499,10251.4
500,10249.1
501,10248.5
502,10247.3
503,10245.6
504,10243.9
505,10243.2
506,10242
507,10239.6
508,10237.5
509,10238.8
510,10238.1
511,10238.1
512,10239.4
513,10241.3
514,10244.6
515,10249.5
516,10256.2
517,10249.2
518,10256
519,10262.8
520,10256.9
521,10261.4
522,10265.2
523,10268.2
524,10266.9
525,10268.9
526,10267.4
527,10268.4
528,10268.4
529,10269.2
530,10272.7
531,10268
532,10262.9
533,10257.9
534,10262.8
535,10259.5
536,10262
537,10264.5
538,10267.3
539,10271.5
540,10265.3
541,10272.9
542,10281.4
543,10290.5
544,10283.9
545,10279.2
546,10276.7
547,10277.7
548,10277.6
549,10277.6
550,10278.3
551,10277
552,10278.5
553,10277.2
554,10278.7
555,10280.4
556,10283.8
557,10280.7
558,10284.1
559,10287.8
560,10285.8
561,10285.9
562,10287.5
563,10291.9
564,10285.3
565,10292.4
566,10284.8
567,10291.5
568,10296.4
569,10292.9
570,10295.3
571,10297.9
572,10295.8
573,10294.2
574,10295.8
575,10294.7
576,10294.8
577,10294.5
578,10294.8
579,10298.1
580,10293.4
581,10288.9
582,10284.5
583,10280.7
584,10280.4
585,10283
586,10279.2
587,10275.3
588,10271.9
589,10275.8
590,10279.9
591,10275.9
592,10272.2
593,10275.8
594,10278.2
595,10277.4
596,10277.9
597,10277.7
598,10278.2
599,10279.3
600,10278
601,10277.9
602,10278.9
603,10280.3
604,10281.9
605,10280.4
606,10277.7
607,10281.4
608,10278.3
609,10282.1
610,10277.9
611,10273.4
612,10270.5
613,10275
614,10271.7
615,10269.2
616,10271.4
617,10270.3
618,10271.8
619,10274.9
620,10270.7
621,10275.9
622,10281.6
623,10287.2
624,10282.4
625,10278.4
626,10282.1
627,10284.7
628,10283.2
629,10282.7
630,10282.9
631,10282
632,10280.7
633,10282.5
634,10280.8
635,10279.6
636,10281.2
637,10283
638,10287
639,10281.3
640,10275.7
641,10281
642,10276.3
643,10280.6
644,10285.1
645,10279.1
646,10273.7
647,10279.5
648,10283.5
649,10281.7
650,10281.5
651,10281
652,10281.8
653,10284.7
654,10289.3
655,10284.8
656,10289.6
657,10285.3
658,10282.7
659,10285.5
660,10290
661,10295.4
662,10289.5
663,10296.1
664,10302
665,10306.7
666,10310.6
667,10307.8
668,10309.5
669,10309.3
670,10308.3
671,10306.9
672,10305.7
673,10305.4
674,10306.5
675,10309.2
676,10312.5
677,10317.1
678,10312.3
679,10308.4
680,10311.7
681,10314.6
682,10313.2
683,10313.7
684,10314
685,10313.9
686,10313.3
687,10312.6
688,10312.5
689,10313
690,10312.4
691,10314
692,10311.8
693,10309.6
694,10311.7
695,10309.6
696,10308.5
697,10308.1
698,10307.5
699,10307.5
700,10307.3
701,10307.7
702,10307.8
703,10308.8
704,10307
705,10309.7
706,10314.1
707,10310.3
708,10314.1
709,10310.5
710,10308.6
711,10308.5
712,10309.2
713,10307.7
714,10311.2
715,10307.3
716,10313
717,10306.7
718,10300.2
719,10295.8
720,10298.7
721,10299.6
722,10300.1
723,10300.8
724,10302.6
725,10300
726,10298
727,10300
728,10302.6
729,10300.5
730,10299
731,10301.1
732,10300
733,10300.7
734,10299.1
735,10297.3
736,10300.2
737,10297.7
738,10296.7
739,10297.5
740,10300.4
741,10305.9
742,10312.6
743,10306.4
744,10312.6
745,10318.8
746,10313.6
747,10319.2
748,10313.4
749,10318.9
750,10324.3
751,10330.4
752,10325.3
753,10329.9
754,10335.2
755,10331.8
756,10331.8
757,10329.3
758,10334
759,10345.6
760,10368.1
761,10341.5
762,10372.4
763,10412.6
764,10370.6
765,10337.2
766,10308.6
767,10287.7
768,10283
769,10288.9
770,10278.9
771,10267.3
772,10277.7
773,10287.6
774,10299.2
775,10287.7
776,10277.4
777,10271.1
778,10272.4
779,10269.9
780,10267
781,10268.3
782,10271.7
783,10280.9
784,10269.6
785,10258.4
786,10248.3
787,10240.3
788,10243.9
789,10245.8
790,10240.9
791,10247.6
792,10259.6
793,10279.7
794,10260.2
795,10282.5
796,10307
797,10287.8
798,10302.5
799,10288.9
800,10281.8
801,10282.1
802,10282.9
803,10286.4
804,10294
805,10286.5
806,10293.9
807,10283
808,10297.1
809,10312.4
810,10329.6
811,10313.8
812,10300.3
813,10290.1
814,10287
815,10285
816,10281.9
817,10279.5
818,10282.6
819,10281.7
820,10282.5
821,10285.5
822,10283
823,10282.9
824,10281.5
825,10287
826,10297.8
827,10310.7
828,10324.4
829,10311.4
830,10322.8
831,10314.5
832,10309.6
833,10313
834,10310.1
835,10312.3
836,10310.8
837,10310
838,10312.8
839,10309.8
840,10314.3
841,10310.6
842,10308.7
843,10310.4
844,10314.1
845,10307.9
846,10314.8
847,10321.5
848,10328.2
849,10323.6
850,10327
851,10325.3
852,10325.4
853,10327.8
854,10324.4
855,10330
856,10323.2
857,10332.8
858,10322.1
859,10335.3
860,10322.2
861,10309.2
862,10299.3
863,10307.7
864,10303.5
865,10303.3
866,10307.5
867,10315.5
868,10305.5
869,10317.1
870,10328.4
871,10319.1
872,10326.7
873,10334.6
874,10328.8
875,10325
876,10327.7
877,10329.6
878,10332.1
879,10329
880,10326.5
881,10325.7
882,10325.2
883,10328.4
884,10324.4
885,10321.7
886,10321.6
887,10323.2
888,10320
889,10316.8
890,10315.4
891,10316.9
892,10313.8
893,10319.3
894,10313.5
895,10309.3
896,10307.5
897,10306.8
898,10305.3
899,10303.8
900,10305.8
901,10309.1
902,10313
903,10318.5
904,10312.4
905,10317.9
906,10314.6
907,10313.6
908,10315.9
909,10320.3
910,10314.5
911,10308.6
912,10303.1
913,10299.5
914,10298
915,10299.2
916,10298.7
917,10298.8
918,10299.9
919,10298.3
920,10296
921,10294.3
922,10293.8
923,10292.4
924,10289.7
925,10287.3
926,10289.5
927,10288.2
928,10290.7
929,10295.1
930,10301.7
931,10310
932,10325.6
933,10349.3
934,10322.4
935,10352.9
936,10324
937,10303.3
938,10315.5
939,10323.5
940,10327.9
941,10334.8
942,10350.1
943,10335
944,10353.4
945,10374.7
946,10355.5
947,10347.6
948,10347.2
949,10339
950,10356.2
951,10378.1
952,10405.5
953,10377.2
954,10349.5
955,10327.7
956,10312.2
957,10307.1
958,10306.6
959,10304.1
960,10307.7
961,10315.3
962,10306.5
963,10319.4
964,10305.8
965,10295.9
966,10297.4
967,10288.1
968,10305.8
969,10329.2
970,10309.1
971,10296.4
972,10293.2
973,10288.2
974,10274.3
975,10260.6
976,10273.8
977,10285.6
978,10300.1
979,10316.9
980,10339.5
981,10369.6
982,10406.3
983,10449.4
984,10411.1
985,10382.3
986,10399.2
987,10399.2
988,10418.7
989,10401.1
990,10422.7
991,10449
992,10478.4
993,10510.3
994,10549
995,10585.4
996,10554
997,10581.7
998,10605.7
999,10627.5
1000,10649.6
1001,10628.9
1002,10646.6
1003,10661.4
1004,10674.1
1005,10666.6
1006,10661.3
1007,10667.2
1008,10674.9
1009,10682.5
1010,10692.3
1011,10704.5
1012,10693.3
1013,10685.8
1014,10690.4
1015,10691.7
1016,10691.8
1017,10691.7
1018,10690.8
1019,10693.9
1020,10699
1021,10703.7
1022,10700.3
1023,10704
1024,10706.4
1025,10705.4
1026,10706
1027,10707.4
1028,10705.3
1029,10708.7
1030,10713.3
1031,10719.6
1032,10728.2
1033,10739.9
1034,10728.7
1035,10718.9
1036,10712.3
1037,10714.9
1038,10716.7
1039,10720.1
1040,10724.2
1041,10721.3
1042,10725.2
1043,10724.6
1044,10727.3
1045,10723.2
1046,10728.7
1047,10720.8
1048,10715.6
1049,10714.6
1050,10715.9
1051,10720
1052,10726.2
1053,10733.6
1054,10740
1055,10735.4
1056,10738.8
1057,10736.9
1058,10738
1059,10737.7
1060,10738.3
1061,10738.5
1062,10738.1
1063,10736.5
1064,10735.6
1065,10736.4
1066,10736.7
1067,10737.2
1068,10738.4
1069,10738.6
1070,10740
1071,10742.8
1072,10739.7
1073,10744
1074,10752.3
1075,10762.5
1076,10774.3
1077,10760.4
1078,10779.6
1079,10760.8
1080,10743.9
1081,10731
1082,10742.8
1083,10749.8
1084,10746.6
1085,10748.5
1086,10753.4
1087,10747.8
1088,10754.4
1089,10764.9
1090,10752.6
1091,10766.5
1092,10782.5
1093,10771.1
1094,10767
1095,10769.3
1096,10781.7
1097,10803
1098,10779.8
1099,10757.5
1100,10778.2
1101,10761.1
1102,10774.5
1103,10786.9
1104,10799.1
1105,10812.1
1106,10798.8
1107,10785.8
1108,10776.7
1109,10771.4
1110,10772.7
1111,10772
1112,10771.7
1113,10773.8
1114,10779.4
1115,10772
1116,10765.1
1117,10770.1
1118,10773.9
1119,10775.8
1120,10777.2
1121,10779.2
1122,10777.5
1123,10778.2
1124,10775.9
1125,10781.2
1126,10774
1127,10767.2
1128,10762.9
1129,10766.8
1130,10765.5
1131,10765.5
1132,10766.2
1133,10770.2
1134,10777.7
1135,10790.2
1136,10812
1137,10785.8
1138,10758.2
1139,10735.1
1140,10754
1141,10765.7
1142,10760.4
1143,10766.8
1144,10756.1
1145,10746.5
1146,10743
1147,10746.5
1148,10751.2
1149,10740.9
1150,10734.9
1151,10737.3
1152,10736.9
1153,10735.5
1154,10735.3
1155,10729.1
1156,10721.7
1157,10733.2
1158,10748.9
1159,10765.1
1160,10781.7
1161,10764.1
1162,10781.5
1163,10796.7
1164,10783.6
1165,10773
1166,10782.1
1167,10788.8
1168,10784.7
1169,10783.5
1170,10784
1171,10787.6
1172,10782.4
1173,10789.1
1174,10797.1
1175,10789.1
1176,10797.8
1177,10811.4
1178,10795.9
1179,10782.5
1180,10795.7
1181,10809.4
1182,10800.9
1183,10796.3
1184,10794.4
1185,10793.6
1186,10801.7
1187,10790.3
1188,10803.3
1189,10792.2
1190,10803.3
1191,10794.9
1192,10802
1193,10807.7
1194,10813.9
1195,10820.3
1196,10813.4
1197,10820.7
1198,10814
1199,10821.1
1200,10828.2
1201,10821.4
1202,10827.4
1203,10833.8
1204,10839.2
1205,10835.7
1206,10838.3
1207,10840.1
1208,10841
1209,10842
1210,10843.5
1211,10842
1212,10841.3
1213,10841.7
1214,10839.4
1215,10837.1
1216,10835.1
1217,10835
1218,10834
1219,10834.3
1220,10838.1
1221,10832.2
1222,10824.2
1223,10817.1
1224,10822.5
1225,10825.3
1226,10823.9
1227,10824.8
1228,10826
1229,10829.4
1230,10834.6
1231,10840.7
1232,10846.5
1233,10852.8
1234,10858.4
1235,10863.2
1236,10868.5
1237,10863.8
1238,10861.4
1239,10862.1
1240,10863.2
1241,10864.2
1242,10862.4
1243,10864.4
1244,10862.8
1245,10861.1
1246,10862
1247,10862.4
1248,10860.8
1249,10862.8
1250,10865.3
1251,10869.4
1252,10865.8
1253,10869.3
1254,10872.4
1255,10872.9
1256,10879.8
1257,10870.2
1258,10882.1
1259,10868.9
1260,10884.8
1261,10871.4
1262,10861.1
1263,10856.1
1264,10855.3
1265,10850.1
1266,10859.9
1267,10870.5
1268,10880.4
1269,10872
1270,10880.6
1271,10874
1272,10879.6
1273,10876.9
1274,10878.5
1275,10890.1
1276,10915
1277,10952.5
1278,11008.9
1279,11080.8
1280,11011.2
1281,11077.7
1282,11025.8
1283,11060.9
1284,11084.2
1285,11131.3
1286,11086.2
1287,11156.9
1288,11269.4
1289,11144.5
1290,11292.7
1291,11113.6
1292,11331.6
1293,11125.9
1294,11348.4
1295,11575.4
1296,11250.7
1297,11115.1
1298,11337.4
1299,10791.7
1300,11007.6
1301,10616.7
1302,10366
1303,10527
1304,10409.1
1305,10512.4
1306,10609.4
1307,10726.5
1308,10848.4
1309,10727.9
1310,10834.4
1311,10745.3
1312,10815.1
1313,10873.3
1314,10825.9
1315,10797.9
1316,10819.5
1317,10803.8
1318,10812.6
1319,10821.7
1320,10808.1
1321,10825.8
1322,10807
1323,10794.3
1324,10800.3
1325,10803.4
1326,10808
1327,10800.9
1328,10799
1329,10800.9
1330,10801
1331,10804.3
1332,10798.4
1333,10788.4
1334,10780.4
1335,10785.1
1336,10789
1337,10781.7
1338,10791.2
1339,10799.2
1340,10810.4
1341,10800.1
1342,10811.4
1343,10823.7
1344,10836
1345,10847.9
1346,10836.6
1347,10850.9
1348,10868.5
1349,10851.2
1350,10837.3
1351,10835
1352,10826.2
1353,10808.2
1354,10786.9
1355,10810.4
1356,10795.1
1357,10806.4
1358,10798
1359,10789.5
1360,10801.7
1361,10788.3
1362,10805.7
1363,10786.6
1364,10767.8
1365,10755.4
1366,10747.4
1367,10750.7
1368,10743.4
1369,10752.8
1370,10744.4
1371,10752.8
1372,10749
1373,10753.6
1374,10759.1
1375,10752.6
1376,10758.5
1377,10767
1378,10775.3
1379,10782.9
1380,10777.7
1381,10776
1382,10774.7
1383,10779.9
1384,10772.9
1385,10779.7
1386,10775.8
1387,10774.3
1388,10776.6
1389,10780.7
1390,10788.1
1391,10796.6
1392,10805.2
1393,10799
1394,10804.7
1395,10801
1396,10803
1397,10803.7
1398,10805.3
1399,10806.4
1400,10804.1
1401,10801.7
1402,10800.4
1403,10800.4
1404,10803.9
1405,10810.1
1406,10818.8
1407,10810.9
1408,10819.3
1409,10828.8
1410,10825.5
1411,10829.7
1412,10844.1
1413,10823.4
1414,10855.3
1415,10821.1
1416,10789.4
1417,10766.7
1418,10786.5
1419,10801.8
1420,10816
1421,10834.5
1422,10813.8
1423,10840.5
1424,10811.5
1425,10787.4
1426,10774.3
1427,10782.1
1428,10786.4
1429,10801.2
1430,10785
1431,10802.3
1432,10786.6
1433,10803.2
1434,10820.9
1435,10843.4
1436,10868.8
1437,10840
1438,10814.4
1439,10793.7
1440,10778.8
1441,10775
1442,10772.4
1443,10779.1
1444,10770.7
1445,10761.8
1446,10771.7
1447,10783.8
1448,10804.5
1449,10777.8
1450,10812.4
1451,10778
1452,10748.8
1453,10738.1
1454,10745.2
1455,10721.8
1456,10757.4
1457,10718.1
1458,10755.9
1459,10726.3
1460,10752.6
1461,10776.1
1462,10755.9
1463,10742.4
1464,10753.5
1465,10748.5
1466,10747.4
1467,10745.9
1468,10745.6
1469,10747.1
1470,10744.3
1471,10749.1
1472,10752.7
1473,10749.9
1474,10753.3
1475,10749
1476,10752.3
1477,10752
1478,10754.1
1479,10760
1480,10769.3
1481,10759.5
1482,10751.4
1483,10746.2
1484,10749.7
1485,10751.7
1486,10755.6
1487,10750.1
1488,10743
1489,10737.4
1490,10741.4
1491,10739.4
1492,10739.9
1493,10741.2
1494,10738.1
1495,10735.2
1496,10735.7
1497,10738.8
1498,10732.1
1499,10740
1500,10748.1
1501,10744
1502,10745.9
1503,10742.6
1504,10741.1
1505,10740.8
1506,10740.3
1507,10743.9
1508,10739.9
1509,10744.1
1510,10735.2
1511,10751.5
1512,10732.1
1513,10713.8
1514,10702.6
1515,10698
1516,10704.4
1517,10717.2
1518,10703.2
1519,10688.8
1520,10701.1
1521,10711.9
1522,10704.2
1523,10709.6
1524,10706.9
1525,10707.1
1526,10712.3
1527,10703.6
1528,10694.5
1529,10708.3
1530,10726.5
1531,10712.2
1532,10725.3
1533,10743.3
1534,10762.2
1535,10748.6
1536,10765.1
1537,10752
1538,10747
1539,10754.3
1540,10766.9
1541,10786
1542,10766.1
1543,10785.5
1544,10772.9
1545,10766.3
1546,10768.7
1547,10771.2
1548,10779.5
1549,10771.5
1550,10768.3
1551,10769.8
1552,10768.6
1553,10774.1
1554,10784.3
1555,10797.4
1556,10782.2
1557,10799.7
1558,10818.9
1559,10838.2
1560,10854.1
1561,10868.1
1562,10856.8
1563,10867.2
1564,10876
1565,10869.8
1566,10867.8
1567,10869.2
1568,10872.7
1569,10867.1
1570,10861.6
1571,10865.5
1572,10870.3
1573,10868.4
1574,10872
1575,10867.2
1576,10874.3
1577,10865.5
1578,10855.9
1579,10849
1580,10856.6
1581,10865.3
1582,10880
1583,10861.5
1584,10841.8
1585,10860.3
1586,10877.6
1587,10888.9
1588,10882.3
1589,10889.3
1590,10885.5
1591,10885
1592,10890.1
1593,10896
1594,10903.1
1595,10898.1
1596,10902.5
1597,10900.2
1598,10903.1
1599,10900.5
1600,10903.2
1601,10901.3
1602,10904.7
1603,10907.4
1604,10910.3
1605,10907.8
1606,10906.8
1607,10908.2
1608,10915.4
1609,10906.7
1610,10898.8
1611,10904.8
1612,10902.1
1613,10906.7
1614,10913.6
1615,10921
1616,10929.1
1617,10937.6
1618,10947.5
1619,10937.8
1620,10948
1621,10939.9
1622,10947.7
1623,10954.1
1624,10949.2
1625,10952.3
1626,10949.4
1627,10951.5
1628,10962
1629,10949.3
1630,10936.7
1631,10925.6
1632,10920.8
1633,10925.6
1634,10918.3
1635,10911.5
1636,10918.4
1637,10915.4
1638,10916.7
1639,10915.4
1640,10917.9
1641,10915.1
1642,10913.8
1643,10913.5
1644,10913.2
1645,10914.3
1646,10915.7
1647,10917.3
1648,10920
1649,10918.6
1650,10921.9
1651,10914.7
1652,10905.9
1653,10897.8
1654,10892.6
1655,10893.2
1656,10890
1657,10895.4
1658,10901.4
1659,10896
1660,10900.5
1661,10906.8
1662,10901.8
1663,10899.9
1664,10900.5
1665,10904.2
1666,10913.4
1667,10900.7
1668,10916.6
1669,10900.9
1670,10915.6
1671,10929.8
1672,10949.1
1673,10971
1674,10947.3
1675,10926.5
1676,10911.9
1677,10916.9
1678,10920.3
1679,10915.7
1680,10929
1681,10912
1682,10935.2
1683,10917.3
1684,10904.9
1685,10904.2
1686,10900.2
1687,10890.8
1688,10881.5
1689,10890.3
1690,10901.2
1691,10916.9
1692,10939.3
1693,10969.6
1694,11005.2
1695,11039.6
1696,11009.2
1697,11036.9
1698,11060.2
1699,11042.8
1700,11057.6
1701,11071
1702,11082.2
1703,11092.4
1704,11104.6
1705,11116.7
1706,11129.2
1707,11141.4
1708,11131.3
1709,11126.7
1710,11126.1
1711,11122.3
1712,11116
1713,11109.7
1714,11114.6
1715,11111.6
1716,11115.4
1717,11120.7
1718,11113.7
1719,11106.7
1720,11120.4
1721,11105.1
1722,11126.1
1723,11155.2
1724,11123
1725,11153.6
1726,11124.4
1727,11109
1728,11109.5
1729,11103.2
1730,11119.6
1731,11102.2
1732,11092.7
1733,11100.1
1734,11095.1
1735,11098.1
1736,11107.7
1737,11100.2
1738,11092.8
1739,11090.2
1740,11099.2
1741,11078.5
1742,11102.8
1743,11080
1744,11061.1
1745,11074.3
1746,11065.4
1747,11065.6
1748,11072.3
1749,11084.6
1750,11103.2
1751,11082.2
1752,11065.8
1753,11082
1754,11067.4
1755,11085.6
1756,11112.7
1757,11151.3
1758,11201.5
1759,11142.3
1760,11207.6
1761,11275.5
1762,11343.2
1763,11294.9
1764,11271.2
1765,11277.6
1766,11313.8
1767,11265.6
1768,11312.7
1769,11276.2
1770,11305.2
1771,11330.2
1772,11306.3
1773,11292.7
1774,11287
1775,11289.4
1776,11284.2
1777,11296.4
1778,11309.1
1779,11324.8
1780,11355.3
1781,11317.5
1782,11290.8
1783,11306.2
1784,11313.9
1785,11327.3
1786,11305.9
1787,11291
1788,11291.6
1789,11301.2
1790,11287.6
1791,11304.1
1792,11324.6
1793,11339
1794,11342
1795,11357
1796,11388
1797,11439.6
1798,11372.4
1799,11444.7
1800,11383.1
1801,11437.1
1802,11482.8
1803,11524.3
1804,11562.1
1805,11525.7
1806,11499.2
1807,11517.6
1808,11530.2
1809,11528.6
1810,11536.5
1811,11526.5
1812,11539.5
1813,11561.7
1814,11588.7
1815,11563.5
1816,11591.9
1817,11561.9
1818,11540.5
1819,11553.6
1820,11567.9
1821,11587.5
1822,11565.3
1823,11603.7
1824,11552.6
1825,11503.8
1826,11553.5
1827,11503.1
1828,11465.4
1829,11450.4
1830,11471.5
1831,11484.2
1832,11505.7
1833,11476
1834,11532.7
1835,11597.1
1836,11539.9
1837,11575.5
1838,11569.1
1839,11565
1840,11555.3
1841,11556.9
1842,11564.1
1843,11567.5
1844,11582
1845,11623.4
1846,11695.2
1847,11616.7
1848,11536.6
1849,11619.4
1850,11551.1
1851,11600.8
1852,11642.2
1853,11608.4
1854,11593.9
1855,11597.5
1856,11627.2
1857,11682.4
1858,11612.2
1859,11699.1
1860,11607.3
1861,11535.8
1862,11586.4
1863,11553.5
1864,11567.3
1865,11519.8
1866,11470
1867,11419.3
1868,11376.3
1869,11404.8
1870,11424.6
1871,11446.8
1872,11476.3
1873,11439.6
1874,11405.9
1875,11378.7
1876,11359.4
1877,11351.8
1878,11356.8
1879,11352.8
1880,11367.1
1881,11392.5
1882,11429.7
1883,11393.2
1884,11431.2
1885,11403.5
1886,11428.6
1887,11452
1888,11480.2
1889,11450.2
1890,11418.2
1891,11448.8
1892,11422.9
1893,11404.5
1894,11391.5
1895,11382.2
1896,11389.9
1897,11383.5
1898,11393
1899,11406
1900,11422.7
1901,11409.5
1902,11420.5
1903,11417.7
1904,11426.5
1905,11445.5
1906,11420.6
1907,11393.4
1908,11427.1
1909,11462.7
1910,11501.8
1911,11546.5
1912,11494.1
1913,11546.8
1914,11598.6
1915,11556.1
1916,11526.6
1917,11512.6
1918,11518.4
1919,11510.3
1920,11515.7
1921,11518.1
1922,11534
1923,11506.2
1924,11532.7
